Package Code	Package Description	Accessory #	Accessory	Code	CTD	Sell	Labour	Lab Hrs	Sundry	Sublet
9YA_F70XA_PDI	Pre Delivery & Engine Installation - Yamaha F70XA w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F70XA_PDI	Pre Delivery & Engine Installation - Yamaha F70XA w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	1	Yamaha - F70XA (Tiller)	Yamaha - F70XA (Tiller)	8811.783644984922	12676	Pre Delivery & Engine Installation	3.352119147449336	15	17.761
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	3	Propeller - Aluminium SDS GP K Series - 15"	6FP-45943-00	181.04075	247	Propeller Installation	0.15	1	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	6	Yamaha Small Fuel Filter - Up to 70HP	90798-1M745	54.094	95	Installation Only - Fuel Filter	0.5	5	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	8	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	9	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	10	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	11	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F70XA (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	12	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F75LB	Yamaha - F75LB	10605.22883135641	13935	Pre Delivery & Engine Installation	4.25717784765898	20	25.912
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F75LB_PDI	Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	1	Yamaha - F75LB (Tiller)	Yamaha - F75LB (Tiller)	10605.22883135641	14942	Pre Delivery & Engine Installation	3.25717784765898	15	25.912
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	6	Yamaha Large Fuel Filter - Up to 350HP (8 & 10mm Inlets)	90798-1M744	107.199	195	Installation Only - Fuel Filter	0.5	5	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	8	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	9	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	10	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	11	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F75LB (Tiller)_PDI	Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	12	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F75XB	Yamaha - F75XB	10773.5197159804	14138	Pre Delivery & Engine Installation	4.25717784765898	20	25.912
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F75XB_PDI	Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F90LB	Yamaha - F90LB	11856.76499073521	15680	Pre Delivery & Engine Installation	4.372481830887491	20	25.912
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F90LB_PDI	Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F90LB2 (White)	Yamaha - F90LB2 (White)	12361.63764460716	16284	Pre Delivery & Engine Installation	4.372481830887491	20	25.912
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F90LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F90XB	Yamaha - F90XB	12025.05587535919	15881	Pre Delivery & Engine Installation	4.372481830887491	20	25.912
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F90XB_PDI	Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	1	Yamaha - F90XB2 (White)	Yamaha - F90XB2 (White)	12537.49216449515	16495	Pre Delivery & Engine Installation	4.372481830887491	20	25.912
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	7	MFM50 - Battery MFM50	MFM50	134.4	189	Installation Only - Fit Battery	0.25	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	8	Battery Box - Small	23661	14.04	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F90XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	1	Yamaha - F115LB	Yamaha - F115LB	13807.24675363692	16667	Pre Delivery & Engine Installation	4.355570580013977	20	28.112
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	7	MFM70 - Battery MFM70	MFM70	146.4	209	Installation Only - Fit Battery	0.25	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	8	Battery Box - Large	23662	17.28	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F115LB_PDI	Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	1	Yamaha - F115LB2 (White)	Yamaha - F115LB2 (White)	14348.99212942088	17317	Pre Delivery & Engine Installation	4.355570580013977	20	28.112
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	7	MFM70 - Battery MFM70	MFM70	146.4	209	Installation Only - Fit Battery	0.25	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	8	Battery Box - Large	23662	17.28	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F115LB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	1	Yamaha - F115XB	Yamaha - F115XB	13975.53763826091	16869	Pre Delivery & Engine Installation	4.355570580013977	20	28.112
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	3	PROPELLER - Alum Talon GP K Series	6FP-459xx-xx	181.04075	247	Propeller Installation	0.15	1	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	7	MFM70 - Battery MFM70	MFM70	146.4	209	Installation Only - Fit Battery	0.25	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	8	Battery Box - Large	23662	17.28	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_F115XB_PDI	Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	1	Yamaha - LF115XB	Yamaha - LF115XB	14143.8285228849	17071	Pre Delivery & Engine Installation	4.355570580013977	20	28.112
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	3	PROPELLER - Stainless Black KL Series (Counter Rotation)	6L6-459xx-xx	604.6875	825	Propeller Installation	0.15	1	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	4	Yamaha Single Ram Motor Support - 20HP to 130HP	MAR-MTSPT-WD	62.79075	117	Installation Only - Trailer Support	0.1	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	5	Yamaha - Screw in Flusher Fitting (F15 to XF425)	MAR-FLUSH-OB-07	3.0315	5	Supply Only - Installation Not Required	0	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	7	MFM70 - Battery MFM70	MFM70	146.4	209	Installation Only - Fit Battery	0.25	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	8	Battery Box - Large	23662	17.28	29	Installation Only - Fit Battery Box	0.25	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	9	Battery Terminals (1 pair)	23211	11.22	19	Installation Only - Fit Battery Terminals	0.25	0	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	10	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
9YA_LF115XB_PDI	Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	11	Electrical Sundries Required (Estimated Cost - $25.00)	SUNDRY-ELEC-$25	19	25	Electrical / Cable Installation Labour - (0.5)	0.5	0	0
9YA_F115XB2 (White)_PDI	Pre Delivery & Engine Installation - Yamaha F115XB2 (White) w Aluminium Talon Propellor	1	Yamaha - F115XB2 (White)	Yamaha - F115XB2 (White)	14531.46483016487	17535	Pre Delivery & Engine Installation	4.355570580013977	20	28.112
