		Parts & Accessories Module	Supplier	Code	Supplier Description	P&A	MU	CTD	MU	GP	Sell	Base List	Install Type	TTF (Hours)	Labour ($)	Parts CTD	Sundry CTD	Total CTD	MU	GP	Parts	Sundry	Labour	Sell inc Install (if appl.)		Operation Code	Operation Description																															
																																																										
		PLUMBING - Stainless Steel, 316G																									PLUMBING - Stainless Steel, 316G																															
		Skin Fitting, S/S - 1/2"	MSA	S22-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	17.4	0.3	22.619999999999997	0.15207780725022105	3.44	29	26.36363636363636	Labour Estimated - (0.25)	0.25	32.522727272727266	22.619999999999997	2.5	57.642727272727264	0.13552131468134448	7.8118181818181895	29	4	39.75	72		DFO-MSA-S22-015	Skin Fitting, S/S - 1/2"																															
		Skin Fitting, S/S - 3/4"	MSA	S22-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	21	0.3	27.3	0.126007326007326	3.44	35	31.818181818181817	Labour Estimated - (0.25)	0.25	32.522727272727266	27.3	2.5	62.32272727272726	0.13777259135001108	8.586363636363643	35	4	39.75	78		DFO-MSA-S22-020	Skin Fitting, S/S - 3/4"																															
		Skin Fitting, S/S - 1"	MSA	S22-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	27	0.3	35.1	0.098005698005698	3.44	45	40.90909090909091	Labour Estimated - (0.25)	0.25	32.522727272727266	35.1	2.5	70.12272727272727	0.1408569391326894	9.877272727272725	45	4	39.75	88		DFO-MSA-S22-025	Skin Fitting, S/S - 1"																															
		Skin Fitting, S/S - 1 1/2"	MSA	S22-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	41.4	0.3	53.82	0.06391675956893349	3.44	69	62.72727272727272	Labour Estimated - (0.25)	0.25	32.522727272727266	53.82	2.5	88.84272727272727	0.1460497099061671	12.97545454545454	69	4	39.75	112		DFO-MSA-S22-040	Skin Fitting, S/S - 1 1/2"																															
																																																										
		Ball Valve, S/S - 1/2"	MSA	V2S-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	17.4	0.3	22.619999999999997	0.15207780725022105	3.44	29	26.36363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	22.619999999999997	1	36.629090909090905	0.14166583937258015	5.189090909090908	29	2	15.9	46		DFO-MSA-V2S-015	Ball Valve, S/S - 1/2"																															
		Ball Valve, S/S - 3/4"	MSA	V2S-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	23.4	0.3	30.419999999999998	0.11308349769888232	3.44	39	35.45454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	30.419999999999998	1	44.4290909090909	0.14585038467834355	6.480000000000004	39	2	15.9	56		DFO-MSA-V2S-020	Ball Valve, S/S - 3/4"																															
		Ball Valve, S/S - 1"	MSA	V2S-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	35.4	0.3	46.019999999999996	0.07475010864841374	3.44	59	53.63636363636363	Labour Estimated - (0.10)	0.1	13.009090909090908	46.019999999999996	1	60.029090909090904	0.15095711170341644	9.061818181818175	59	2	15.9	76		DFO-MSA-V2S-025	Ball Valve, S/S - 1"																															
		Ball Valve, S/S - 1 1/2"	MSA	V2S-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	59.4	0.3	77.22	0.04454804454804455	3.44	99	89.99999999999999	Labour Estimated - (0.10)	0.1	13.009090909090908	77.22	1	91.2290909090909	0.15593112244897955	14.22545454545454	99	2	15.9	116		DFO-MSA-V2S-040	Ball Valve, S/S - 1 1/2"																															
																																																										
		BSW Male Hose Tail, S/S - 1/2"	MSA	S21-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	7.8	1	21.80909090909091	0.12546894539391404	2.7363636363636346	10	2	15.9	27		DFO-MSA-S21-015	BSW Male Hose Tail, S/S - 1/2"																															
		BSW Male Hose Tail, S/S - 3/4"	MSA	S21-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-S21-020	BSW Male Hose Tail, S/S - 3/4"																															
		BSW Male Hose Tail, S/S - 1/2" to 3/4"	MSA	S21-1520	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-S21-1520	BSW Male Hose Tail, S/S - 1/2" to 3/4"																															
		BSW Male Hose Tail, S/S - 1"	MSA	S21-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	9.6	0.3	12.48	0.2756410256410256	3.44	16	14.545454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	12.48	1	26.48909090909091	0.13254169812615818	3.510909090909088	16	2	15.9	33		DFO-MSA-S21-025	BSW Male Hose Tail, S/S - 1"																															
		BSW Male Hose Tail, S/S - 1 1/2"	MSA	S21-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	17.4	0.3	22.619999999999997	0.15207780725022105	3.44	29	26.36363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	22.619999999999997	1	36.629090909090905	0.14166583937258015	5.189090909090908	29	2	15.9	46		DFO-MSA-S21-040	BSW Male Hose Tail, S/S - 1 1/2"																															
																																																										
		BSW Elbow M/F, S/S - 1/2"	MSA	S10-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	7.8	1	21.80909090909091	0.12546894539391404	2.7363636363636346	10	2	15.9	27		DFO-MSA-S10-015	BSW Elbow M/F, S/S - 1/2"																															
		BSW Elbow M/F, S/S - 3/4"	MSA	S10-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-S10-020	BSW Elbow M/F, S/S - 3/4"																															
		BSW Elbow M/F, S/S - 1"	MSA	S10-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	9.6	0.3	12.48	0.2756410256410256	3.44	16	14.545454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	12.48	1	26.48909090909091	0.13254169812615818	3.510909090909088	16	2	15.9	33		DFO-MSA-S10-025	BSW Elbow M/F, S/S - 1"																															
		BSW Elbow M/F, S/S - 1 1/2"	MSA	S10-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	17.4	0.3	22.619999999999997	0.15207780725022105	3.44	29	26.36363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	22.619999999999997	1	36.629090909090905	0.14166583937258015	5.189090909090908	29	2	15.9	46		DFO-MSA-S10-040	BSW Elbow M/F, S/S - 1 1/2"																															
																																																										
		PLUMBING - Bronze																									PLUMBING - Bronze																															
		Skin Fitting, Bronze - 1/2"	MSA	B22-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	13.2	0.3	17.16	0.20046620046620045	3.44	22	20	Labour Estimated - (0.25)	0.25	32.522727272727266	17.16	2.5	52.18272727272726	0.1323844532325222	6.9081818181818235	22	4	39.75	65		DFO-MSA-B22-015	Skin Fitting, Bronze - 1/2"																															
		Skin Fitting, Bronze - 3/4"	MSA	B22-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	18	0.3	23.4	0.147008547008547	3.44	30	27.27272727272727	Labour Estimated - (0.25)	0.25	32.522727272727266	23.4	2.5	58.422727272727265	0.1359215747296352	7.940909090909095	30	4	39.75	73		DFO-MSA-B22-020	Skin Fitting, Bronze - 3/4"																															
		Skin Fitting, Bronze - 1"	MSA	B22-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	24	0.3	31.2	0.11025641025641025	3.44	40	36.36363636363636	Labour Estimated - (0.25)	0.25	32.522727272727266	31.2	2.5	66.22272727272727	0.1394055872057108	9.231818181818184	40	4	39.75	83		DFO-MSA-B22-025	Skin Fitting, Bronze - 1"																															
		Skin Fitting, Bronze - 1 1/4"	MSA	B22-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	30	0.3	39	0.0882051282051282	3.44	50	45.45454545454545	Labour Estimated - (0.25)	0.25	32.522727272727266	39	2.5	74.02272727272727	0.14215535769112672	10.522727272727266	50	4	39.75	93		DFO-MSA-B22-032	Skin Fitting, Bronze - 1 1/4"																															
		Skin Fitting, Bronze - 1 1/2"	MSA	B22-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	36	0.3	46.8	0.0735042735042735	3.44	60	54.54545454545454	Labour Estimated - (0.25)	0.25	32.522727272727266	46.8	2.5	81.82272727272726	0.1443808677295706	11.813636363636363	60	4	39.75	103		DFO-MSA-B22-040	Skin Fitting, Bronze - 1 1/2"																															
																																																										
		Ball Valve, Bronze - 1/2"	MSA	V2S-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	12	0.3	15.6	0.2205128205128205	3.44	20	18.18181818181818	Labour Estimated - (0.10)	0.1	13.009090909090908	15.6	1	29.60909090909091	0.13601473748848622	4.027272727272724	20	2	15.9	37		DFO-MSA-V2S-015	Ball Valve, Bronze - 1/2"																															
		Ball Valve, Bronze - 3/4"	MSA	V2S-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	18	0.3	23.4	0.147008547008547	3.44	30	27.27272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	23.4	1	37.40909090909091	0.1421628189550426	5.31818181818182	30	2	15.9	47		DFO-MSA-V2S-020	Ball Valve, Bronze - 3/4"																															
		Ball Valve, Bronze - 1"	MSA	V2S-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	30	0.3	39	0.0882051282051282	3.44	50	45.45454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	39	1	53.00909090909091	0.1490310409878237	7.899999999999999	50	2	15.9	67		DFO-MSA-V2S-025	Ball Valve, Bronze - 1"																															
		Ball Valve, Bronze - 1 1/4"	MSA	V2S-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	42	0.3	54.6	0.063003663003663	3.44	70	63.63636363636363	Labour Estimated - (0.10)	0.1	13.009090909090908	54.6	1	68.60909090909091	0.15277593745859264	10.48181818181817	70	2	15.9	87		DFO-MSA-V2S-032	Ball Valve, Bronze - 1 1/4"																															
		Ball Valve, Bronze - 1 1/2"	MSA	V2S-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	60	0.3	78	0.0441025641025641	3.44	100	90.9090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	78	1	92.0090909090909	0.15601225175377934	14.354545454545459	100	2	15.9	117		DFO-MSA-V2S-040	Ball Valve, Bronze - 1 1/2"																															
																																																										
		Gate Valve, Bronze - 1/2"	MSA	BGV015	Hose,  Clear PVC - 6mm 1/4" / Mtr	18	0.3	23.4	0.147008547008547	3.44	30	27.27272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	23.4	1	37.40909090909091	0.1421628189550426	5.31818181818182	30	2	15.9	47		DFO-MSA-BGV015	Gate Valve, Bronze - 1/2"																															
		Gate Valve, Bronze - 3/4"	MSA	BGV020	Hose,  Clear PVC - 6mm 1/4" / Mtr	21.599999999999998	0.3	28.08	0.1225071225071225	3.44	36	32.72727272727273	Labour Estimated - (0.10)	0.1	13.009090909090908	28.08	1	42.089090909090906	0.14475787291027695	6.092727272727274	36	2	15.9	53		DFO-MSA-BGV020	Gate Valve, Bronze - 3/4"																															
		Gate Valve, Bronze - 1"	MSA	BGV025	Hose,  Clear PVC - 6mm 1/4" / Mtr	30	0.3	39	0.0882051282051282	3.44	50	45.45454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	39	1	53.00909090909091	0.1490310409878237	7.899999999999999	50	2	15.9	67		DFO-MSA-BGV025	Gate Valve, Bronze - 1"																															
		Gate Valve, Bronze - 1 1/2"	MSA	BGV040	Hose,  Clear PVC - 6mm 1/4" / Mtr	48	0.3	62.4	0.05512820512820513	3.44	80	72.72727272727272	Labour Estimated - (0.10)	0.1	13.009090909090908	62.4	1	76.4090909090909	0.1540749553837001	11.772727272727266	80	2	15.9	97		DFO-MSA-BGV040	Gate Valve, Bronze - 1 1/2"																															
																																																										
		Male Hose Tail, Bronze - 1/2"	MSA	B21-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	8.4	0.3	10.92	0.315018315018315	3.44	14	12.727272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	10.92	1	24.92909090909091	0.13047917730289538	3.2527272727272702	14	2	15.9	31		DFO-MSA-B21-015	Male Hose Tail, Bronze - 1/2"																															
		Male Hose Tail, Bronze - 3/4"	MSA	B21-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	12	0.3	15.6	0.2205128205128205	3.44	20	18.18181818181818	Labour Estimated - (0.10)	0.1	13.009090909090908	15.6	1	29.60909090909091	0.13601473748848622	4.027272727272724	20	2	15.9	37		DFO-MSA-B21-020	Male Hose Tail, Bronze - 3/4"																															
		Male Hose Tail, Bronze - 1"	MSA	B21-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	18	0.3	23.4	0.147008547008547	3.44	30	27.27272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	23.4	1	37.40909090909091	0.1421628189550426	5.31818181818182	30	2	15.9	47		DFO-MSA-B21-025	Male Hose Tail, Bronze - 1"																															
		Male Hose Tail, Bronze - 1 1/4"	MSA	B21-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	24	0.3	31.2	0.11025641025641025	3.44	40	36.36363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	31.2	1	45.209090909090904	0.1461894228835713	6.609090909090909	40	2	15.9	57		DFO-MSA-B21-032	Male Hose Tail, Bronze - 1 1/4"																															
		Male Hose Tail, Bronze - 1 1/2"	MSA	B21-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	27	0.3	35.1	0.098005698005698	3.44	45	40.90909090909091	Labour Estimated - (0.10)	0.1	13.009090909090908	35.1	1	49.10909090909091	0.14772306553128461	7.25454545454545	45	2	15.9	62		DFO-MSA-B21-040	Male Hose Tail, Bronze - 1 1/2"																															
																																																										
		PLUMBING - Acetal / PVC / Nylon / Plastic																									PLUMBING - Acetal / PVC / Nylon / Plastic																															
		Skin Fitting, Acetal - 1/2"	BLA	138240	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.25)	0.25	32.522727272727266	7.8	2.5	42.82272727272726	0.12514595053603672	5.3590909090909165	10	4	39.75	53		DFO-BLA-138240	Skin Fitting, Acetal - 1/2"																															
		Skin Fitting, Acetal - 3/4"	BLA	138242	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.25)	0.25	32.522727272727266	8.58	2.5	43.602727272727265	0.1258678564726978	5.488181818181822	11	4	39.75	54		DFO-BLA-138242	Skin Fitting, Acetal - 3/4"																															
		Skin Fitting, Acetal - 1"	BLA	138244	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.25)	0.25	32.522727272727266	8.58	2.5	43.602727272727265	0.1258678564726978	5.488181818181822	11	4	39.75	54		DFO-BLA-138244	Skin Fitting, Acetal - 1"																															
		Skin Fitting, Acetal - 1 1/4"	BLA	138246	Hose,  Clear PVC - 6mm 1/4" / Mtr	9	0.3	11.7	0.294017094017094	3.44	15	13.636363636363635	Labour Estimated - (0.25)	0.25	32.522727272727266	11.7	2.5	46.72272727272727	0.12851444693063518	6.00454545454545	15	4	39.75	58		DFO-BLA-138246	Skin Fitting, Acetal - 1 1/4"																															
		Skin Fitting, Acetal - 1 1/2"	BLA	138248	Hose,  Clear PVC - 6mm 1/4" / Mtr	9	0.3	11.7	0.294017094017094	3.44	15	13.636363636363635	Labour Estimated - (0.25)	0.25	32.522727272727266	11.7	2.5	46.72272727272727	0.12851444693063518	6.00454545454545	15	4	39.75	58		DFO-BLA-138248	Skin Fitting, Acetal - 1 1/2"																															
																																																										
		Thru Bulkhead Skin Fitting - 3/4" Polypropylene	RWB	RWB1439	Hose,  Clear PVC - 6mm 1/4" / Mtr	5.11	0.3	6.643000000000001	0.5178383260575041	3.44	17	15.454545454545453	Labour Estimated - (0.25)	0.25	32.522727272727266	6.643000000000001	2.5	41.66572727272727	0.3091204238059186	12.879727272727273	17	4	39.75	60		DFO-RWB-RWB1439	Thru Bulkhead Skin Fitting - 3/4" Polypropylene																															
																																																										
		Ball Valve, PVC - 1/2"	MSA	PBV-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	7.8	1	21.80909090909091	0.12546894539391404	2.7363636363636346	10	2	15.9	27		DFO-MSA-PBV-015	Ball Valve, PVC - 1/2"																															
		Ball Valve, PVC - 3/4"	MSA	PBV-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-PBV-020	Ball Valve, PVC - 3/4"																															
		Ball Valve, PVC - 1"	MSA	PBV-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	9	0.3	11.7	0.294017094017094	3.44	15	13.636363636363635	Labour Estimated - (0.10)	0.1	13.009090909090908	11.7	1	25.709090909090907	0.1315417256011316	3.3818181818181827	15	2	15.9	32		DFO-MSA-PBV-025	Ball Valve, PVC - 1"																															
		Ball Valve, PVC - 1 1/4"	MSA	PBV-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	10.799999999999999	0.3	14.04	0.245014245014245	3.44	18	16.363636363636363	Labour Estimated - (0.10)	0.1	13.009090909090908	14.04	1	28.049090909090907	0.1343747974330719	3.7690909090909095	18	2	15.9	35		DFO-MSA-PBV-032	Ball Valve, PVC - 1 1/4"																															
		Ball Valve, PVC - 1 1/2"	MSA	PBV-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	16.2	0.3	21.06	0.16334283000949668	3.44	27	24.545454545454543	Labour Estimated - (0.10)	0.1	13.009090909090908	21.06	1	35.0690909090909	0.1406055578598094	4.930909090909097	27	2	15.9	44		DFO-MSA-PBV-040	Ball Valve, PVC - 1 1/2"																															
																																																										
		Barbed Hose Joiner, Nylon - 1/2"	MSA	N32-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	3.5999999999999996	0.3	4.68	0.7350427350427351	3.44	6	5.454545454545454	Labour Estimated - (0.10)	0.1	13.009090909090908	4.68	1	18.689090909090908	0.11878587411226768	2.219999999999999	6	2	15.9	23		DFO-MSA-N32-015	Barbed Hose Joiner, Nylon - 1/2"																															
		Barbed Hose Joiner, Nylon - 3/4"	MSA	N32-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	4.8	0.3	6.24	0.5512820512820512	3.44	8	7.2727272727272725	Labour Estimated - (0.10)	0.1	13.009090909090908	6.24	1	20.24909090909091	0.12238484331507579	2.4781818181818167	8	2	15.9	25		DFO-MSA-N32-020	Barbed Hose Joiner, Nylon - 3/4"																															
		Barbed Hose Joiner, Nylon - 1"	MSA	N32-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	7.8	1	21.80909090909091	0.12546894539391404	2.7363636363636346	10	2	15.9	27		DFO-MSA-N32-025	Barbed Hose Joiner, Nylon - 1"																															
		Barbed Hose Joiner, Nylon - 1 1/4"	MSA	N32-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.199999999999999	0.3	9.36	0.36752136752136755	3.44	12	10.909090909090908	Labour Estimated - (0.10)	0.1	13.009090909090908	9.36	1	23.369090909090907	0.12814128997121285	2.9945454545454524	12	2	15.9	29		DFO-MSA-N32-032	Barbed Hose Joiner, Nylon - 1 1/4"																															
		Barbed Hose Joiner, Nylon - 1 1/2"	MSA	N32-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.199999999999999	0.3	9.36	0.36752136752136755	3.44	12	10.909090909090908	Labour Estimated - (0.10)	0.1	13.009090909090908	9.36	1	23.369090909090907	0.12814128997121285	2.9945454545454524	12	2	15.9	29		DFO-MSA-N32-040	Barbed Hose Joiner, Nylon - 1 1/2"																															
																																																										
		Barbed Hose Tee, Nylon - 1/2"	MSA	N28-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	5.3999999999999995	0.3	7.02	0.49002849002849	3.44	9	8.181818181818182	Labour Estimated - (0.10)	0.1	13.009090909090908	7.02	1	21.029090909090908	0.12398409130209227	2.6072727272727256	9	2	15.9	26		DFO-MSA-N28-015	Barbed Hose Tee, Nylon - 1/2"																															
		Barbed Hose Tee, Nylon - 3/4"	MSA	N28-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-N28-020	Barbed Hose Tee, Nylon - 3/4"																															
		Barbed Hose Tee, Nylon - 1"	MSA	N28-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.8	0.3	10.14	0.3392504930966469	3.44	13	11.818181818181817	Labour Estimated - (0.10)	0.1	13.009090909090908	10.14	1	24.14909090909091	0.12934798976057812	3.1236363636363613	13	2	15.9	30		DFO-MSA-N28-025	Barbed Hose Tee, Nylon - 1"																															
		Barbed Hose Tee, Nylon - 1 1/4"	MSA	N28-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	9	0.3	11.7	0.294017094017094	3.44	15	13.636363636363635	Labour Estimated - (0.10)	0.1	13.009090909090908	11.7	1	25.709090909090907	0.1315417256011316	3.3818181818181827	15	2	15.9	32		DFO-MSA-N28-032	Barbed Hose Tee, Nylon - 1 1/4"																															
		Barbed Hose Tee, Nylon - 1 1/2"	MSA	N28-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	10.799999999999999	0.3	14.04	0.245014245014245	3.44	18	16.363636363636363	Labour Estimated - (0.10)	0.1	13.009090909090908	14.04	1	28.049090909090907	0.1343747974330719	3.7690909090909095	18	2	15.9	35		DFO-MSA-N28-040	Barbed Hose Tee, Nylon - 1 1/2"																															
																																																										
		Barbed Hose Elbow, Nylon - 1/2"	MSA	N30-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	5.3999999999999995	0.3	7.02	0.49002849002849	3.44	9	8.181818181818182	Labour Estimated - (0.10)	0.1	13.009090909090908	7.02	1	21.029090909090908	0.12398409130209227	2.6072727272727256	9	2	15.9	26		DFO-MSA-N30-015	Barbed Hose Elbow, Nylon - 1/2"																															
		Barbed Hose Elbow, Nylon - 3/4"	MSA	N30-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-N30-020	Barbed Hose Elbow, Nylon - 3/4"																															
		Barbed Hose Elbow, Nylon - 1"	MSA	N30-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.199999999999999	0.3	9.36	0.36752136752136755	3.44	12	10.909090909090908	Labour Estimated - (0.10)	0.1	13.009090909090908	9.36	1	23.369090909090907	0.12814128997121285	2.9945454545454524	12	2	15.9	29		DFO-MSA-N30-025	Barbed Hose Elbow, Nylon - 1"																															
		Barbed Hose Elbow, Nylon - 1 1/4"	MSA	N30-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	9	0.3	11.7	0.294017094017094	3.44	15	13.636363636363635	Labour Estimated - (0.10)	0.1	13.009090909090908	11.7	1	25.709090909090907	0.1315417256011316	3.3818181818181827	15	2	15.9	32		DFO-MSA-N30-032	Barbed Hose Elbow, Nylon - 1 1/4"																															
		Barbed Hose Elbow, Nylon - 1 1/2"	MSA	N30-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	11.4	0.3	14.82	0.2321187584345479	3.44	19	17.27272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	14.82	1	28.829090909090908	0.13521695257315844	3.8981818181818184	19	2	15.9	36		DFO-MSA-N30-040	Barbed Hose Elbow, Nylon - 1 1/2"																															
																																																										
		Straight Connector, Plastic - 1/2"	MSA	N32-015	Hose,  Clear PVC - 6mm 1/4" / Mtr	5.3999999999999995	0.3	7.02	0.49002849002849	3.44	9	8.181818181818182	Labour Estimated - (0.10)	0.1	13.009090909090908	7.02	1	21.029090909090908	0.12398409130209227	2.6072727272727256	9	2	15.9	26		DFO-MSA-N32-015	Straight Connector, Plastic - 1/2"																															
		Straight Connector, Plastic - 3/4"	MSA	N32-020	Hose,  Clear PVC - 6mm 1/4" / Mtr	6	0.3	7.8	0.441025641025641	3.44	10	9.09090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	7.8	1	21.80909090909091	0.12546894539391404	2.7363636363636346	10	2	15.9	27		DFO-MSA-N32-020	Straight Connector, Plastic - 3/4"																															
		Straight Connector, Plastic - 1"	MSA	N32-025	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-N32-025	Straight Connector, Plastic - 1"																															
		Straight Connector, Plastic - 1 1/4"	MSA	N32-032	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.8	0.3	10.14	0.3392504930966469	3.44	13	11.818181818181817	Labour Estimated - (0.10)	0.1	13.009090909090908	10.14	1	24.14909090909091	0.12934798976057812	3.1236363636363613	13	2	15.9	30		DFO-MSA-N32-032	Straight Connector, Plastic - 1 1/4"																															
		Straight Connector, Plastic - 1 1/2"	MSA	N32-040	Hose,  Clear PVC - 6mm 1/4" / Mtr	9.6	0.3	12.48	0.2756410256410256	3.44	16	14.545454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	12.48	1	26.48909090909091	0.13254169812615818	3.510909090909088	16	2	15.9	33		DFO-MSA-N32-040	Straight Connector, Plastic - 1 1/2"																															
																																																										
		Barb Hose Reducer, Nylon - 3/4" to 1/2"	MSA	N32-2015	Hose,  Clear PVC - 6mm 1/4" / Mtr	6.6	0.3	8.58	0.4009324009324009	3.44	11	10	Labour Estimated - (0.10)	0.1	13.009090909090908	8.58	1	22.589090909090906	0.12685125563425637	2.865454545454547	11	2	15.9	28		DFO-MSA-N32-2015	Barb Hose Reducer, Nylon - 3/4" to 1/2"																															
		Barb Hose Reducer, Nylon - 1" to 1/2"	MSA	N32-2515	Hose,  Clear PVC - 6mm 1/4" / Mtr	7.8	0.3	10.14	0.3392504930966469	3.44	13	11.818181818181817	Labour Estimated - (0.10)	0.1	13.009090909090908	10.14	1	24.14909090909091	0.12934798976057812	3.1236363636363613	13	2	15.9	30		DFO-MSA-N32-2515	Barb Hose Reducer, Nylon - 1" to 1/2"																															
