																				
			Lowrance	000-16208-001	000-16208-001															
			Lowrance	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)											
			Lowrance	Trade	Nett	MU	GP	List	Sell											
		000-15986-001	HDS-10 PRO AUS/NZ + ActiveImaging™ HD 3-in-1 Transducer	3315.6400000000003	3232.7490000000003	0.282051282051282	911.8009999999999	4144.55	4559			HDS Pro	HDS-10 PRO	Lowrance HDS-10 PRO with ActiveImaging™ HD 3-in-1 transducer. 10" SolarMAX HD IPS display, Dual 1kW sonar with CHIRP. Networkable to Lowrance performance sonars (ActiveTarget™ and ActiveTarget™2), Radars, Trolling Motors, and Autopilots along with waypoint, chart, and sonar sharing. With C-MAP Discover charts of Austrialia and New Zealand.	4144.55	9420064129669				
		000-15983-001	HDS-9 PRO AUS/NZ + ActiveImaging™ HD 3-in-1 Transducer	2835.6400000000003	2764.7490000000003	0.282051282051282	779.8009999999999	3544.55	3899			HDS Pro	HDS-9 PRO	Lowrance HDS-9 PRO with ActiveImaging™ HD 3-in-1 transducer. 9" SolarMAX HD IPS display, Dual 1kW sonar with CHIRP. Networkable to Lowrance performance sonars (ActiveTarget™ and ActiveTarget™2), Radars, Trolling Motors, and Autopilots along with waypoint, chart, and sonar sharing. With C-MAP Discover charts of Austrialia and New Zealand.	3544.55	9420064129638				
		000-15998-001	HDS-9 PRO No Transducer (AUS/NZ)	2762.912	2693.8392	0.28205128205128205	759.8008	3453.64	3799			HDS Pro	HDS-9 PRO	Lowrance HDS-9 PRO, No Transducer. 9" SolarMAX HD IPS display, Dual 1kW sonar with CHIRP, ActiveImaging™ HD ready. Networkable to Lowrance performance sonars (ActiveTarget™ and ActiveTarget™2), Radars, Trolling Motors, and Autopilots along with waypoint, chart, and sonar sharing. With C-MAP Discover charts of Austrialia and New Zealand.	3453.64	9420064129782				
		000-16436-001	Elite™ FS 12 with Active Imaging 3-in-1 Transducer (AUS/NZ)	2544.728	2481.1098	0.2820512820512819	699.8001999999997	3180.91	3499			Elite FS™	Elite-12 FS	Elite™ FS 12 with Active Imaging 3-in-1 Transducer (AUS/NZ): The Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ 2 live sonar, Active Imaging™ and Active Imaging™ HD* and preloaded C-MAP® Discover Onboard charts – to help you make the most of your time on the water. | *Active Imaging HD requires S3100 Module	3180.91	9420064137510				
		000-16435-001	Elite™ FS 12 No Transducer (AUS/NZ)	2326.544	2268.3804	0.282051282051282	639.7995999999998	2908.18	3199			Elite FS™	Elite-12 FS	Elite™ FS 12 No Transducer (AUS/NZ): The Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ 2 live sonar, Active Imaging™ and Active Imaging™ HD* and preloaded C-MAP® Discover Onboard charts – to help you make the most of your time on the water. | *Active Imaging HD requires S3100 Module	2908.18	9420064137503				
		000-16434-001	Elite™ FS 10 with Active Imaging 3-in-1 Transducer (AUS/NZ)	2035.64	1984.749	0.2820512820512821	559.8010000000002	2544.55	2799			Elite FS™	Elite-10 FS	Elite™ FS 10 with Active Imaging 3-in-1 Transducer (AUS/NZ): The Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ 2 live sonar, Active Imaging™ and Active Imaging™ HD* and preloaded C-MAP® Discover Onboard charts – to help you make the most of your time on the water. | *Active Imaging HD requires S3100 Module.	2544.55	9420064137497				
		000-16433-001	Elite™ FS 10 No Transducer (AUS/NZ)	1817.4560000000001	1772.0196	0.2820512820512821	499.8004000000001	2271.82	2499			Elite FS™	Elite-10 FS	Elite™ FS 10 No Transducer (AUS/NZ): The Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ 2 live sonar, Active Imaging™ and Active Imaging™ HD* and preloaded C-MAP® Discover Onboard charts – to help you make the most of your time on the water. | *Active Imaging HD requires S3100 Module.	2271.82	9420064137480				
		000-15708-001	ELITE FS 9 with No Transducer  (AUS/NZ)	1381.088	1346.5608	0.282051282051282	379.7991999999999	1726.36	1899			Elite FS™	Elite-9 FS	ELITE FS 9 with No Transducer  (AUS/NZ)_x000D_ | The new Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ live sonar, Active Imaging™, FishReveal™ and preloaded C-MAP® Contour™ + charts – all at a more affordable price than other fishfinder/chartplotters in its category	1726.36	9420064117109				
		000-15695-001	ELITE FS 9 with Active Imaging 3-in-1 Transducer  (AUS/NZ)	1453.816	1417.4706	0.28205128205128194	399.7993999999999	1817.27	1999			Elite FS™	Elite-9 FS	ELITE FS 9 with Active Imaging 3-in-1 Transducer  (AUS/NZ)_x000D_ | The new Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ live sonar, Active Imaging™, FishReveal™ and preloaded C-MAP® Contour™ + charts – all at a more affordable price than other fishfinder/chartplotters in its category	1817.27	9420064116973				
		000-15705-001	ELITE FS 7 with No Transducer (AUS/NZ)	981.088	956.5608	0.282051282051282	269.7991999999999	1226.36	1349			Elite FS™	Elite-7 FS	ELITE FS 7 with No Transducer (AUS/NZ)_x000D_ | The new Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ live sonar, Active Imaging™, FishReveal™ and preloaded C-MAP® Contour™ + charts – all at a more affordable price than other fishfinder/chartplotters in its category	1226.36	9420064117079				
		000-15699-001	ELITE FS 7 with xSonic HDI M/H 455/800 Transducer (AUS/NZ)	1053.816	1027.4706	0.2820512820512819	289.7993999999999	1317.27	1449			Elite FS™	Elite-7 FS	ELITE FS 7 with xSonic HDI M/H 455/800 Transducer (AUS/NZ)_x000D_ | The new Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ live sonar, Active Imaging™, FishReveal™ and preloaded C-MAP® Contour™ + charts – all at a more affordable price than other fishfinder/chartplotters in its category	1317.27	9420064117017				
		000-15691-001	ELITE FS 7 with Active Imaging 3-in-1 Transducer (AUS/NZ)	1199.272	1169.2902	0.2820512820512821	329.7998	1499.09	1649			Elite FS™	Elite-7 FS	ELITE FS 7 with Active Imaging 3-in-1 Transducer (AUS/NZ)_x000D_ | The new Elite™ Fishing System (FS) gives you access to the full line-up of Lowrance fishfinding tools – including ActiveTarget™ live sonar, Active Imaging™, FishReveal™ and preloaded C-MAP® Contour™ + charts – all at a more affordable price than other fishfinder/chartplotters in its category	1499.09	9420064116935				
		000-16110-001	EAGLE 4X SONAR	181.09088	176.563608	0.2820512820512821	49.799992	226.3636	249			Eagle	Eagle-4x	Eagle-4x:  4" IPS Portrait Fish Finder: Bullet transducer	226.3636	9420064131341				
		000-16113-001	EAGLE 5 SplitShot™  AUS/NZ	509.08000000000004	496.35300000000007	0.28205128205128194	139.99699999999996	636.35	700			Eagle	Eagle-5	Eagle-5 SplitShot™ HD AUS/NZ: 5" IPS screen, SplitShot™ HD transducer, C-MAP® Embedded inland and coastal charts for New Zealand and Australia.	636.35	9420064131372				
		000-16122-001	EAGLE 7 TripleShot™  AUS/NZ	727.264	709.0824	0.2820512820512821	199.99760000000003	909.08	1000			Eagle	Eagle-7	Eagle-7 TripleShot™ AUS/NZ: 7" IPS screen, TripleShot™ HD transducer, C-MAP® Embedded inland and coastal charts for New Zealand and Australia.	909.08	9420064131464				
		000-16128-001	EAGLE 9 TripleShot™  AUS/NZ	872.72	850.902	0.2820512820512821	239.99800000000005	1090.9	1200			Eagle	Eagle-9	Eagle-9 TripleShot™ AUS/NZ: 9" IPS screen, TripleShot™ HD transducer, C-MAP® Embedded inland and coastal charts for New Zealand and Australia.	1090.9	9420064131525				
		000-16131-001	Eagle Eye™ 9 Live AUS/NZ	1090.184	1062.9294	0.2820512820512821	299.80060000000003	1362.73	1499			Eagle	Eagle Eye-9	Eagle Eye™ 9 Live AUS/NZ: 9" IPS screen, Eagle Eye™ transducer, C-MAP® Embedded inland and coastal charts for New Zealand and Australia.	1362.73	9420064131556				
		000-16252-001	EAGLE 4" Dash gasket kit	10.904	10.6314	0.2820512820512822	2.9986000000000015	13.63	15			Eagle	Acessories	EAGLE 4" Dash gasket kit	13.63	9420064135189				
		000-16248-001	EAGLE 4" Sun cover	21.808	21.2628	0.2820512820512822	5.997200000000003	27.26	30			Eagle	Acessories	EAGLE 4" Sun cover	27.26	9420064135141				
		000-16253-001	EAGLE 5" Dash gasket kit	10.904	10.6314	0.2820512820512822	2.9986000000000015	13.63	15			Eagle	Acessories	EAGLE 5" Dash gasket kit	13.63	9420064135196				
		000-16249-001	EAGLE 5" Sun cover	21.808	21.2628	0.2820512820512822	5.997200000000003	27.26	30			Eagle	Acessories	EAGLE 5" Sun cover	27.26	9420064135158				
		000-16254-001	EAGLE 7" Dash gasket kit	10.904	10.6314	0.2820512820512822	2.9986000000000015	13.63	15			Eagle	Acessories	EAGLE 7" Dash gasket kit	13.63	9420064135202				
		000-16250-001	EAGLE 7" Sun cover	21.808	21.2628	0.2820512820512822	5.997200000000003	27.26	30			Eagle	Acessories	EAGLE 7" Sun cover	27.26	9420064135165				
		000-16255-001	EAGLE 9" Dash gasket kit	18.176	17.7216	0.2820512820512821	4.9984	22.72	25			Eagle	Acessories	EAGLE 9" Dash gasket kit	22.72	9420064135219				
		000-16251-001	EAGLE 9" Sun cover	25.448	24.8118	0.28205128205128194	6.998199999999997	31.81	35			Eagle	Acessories	EAGLE 9" Sun cover	31.81	9420064135172				
		000-16284-001	EAGLE SplitShot™ Transducer	87.264	85.08239999999999	0.28205128205128216	23.997600000000006	109.08	120			Eagle	Acessories	EAGLE SplitShot™ 8 pin transducer. 6 m (20 ft cable)	109.08	9420064135516				
		000-16285-001	EAGLE TripleShot™ HD Transducer	145.448	141.8118	0.282051282051282	39.9982	181.81	200			Eagle	Acessories	EAGLE TripleShot™ HD 8-pin transducer. 6 m (20 ft cable)	181.81	9420064135523				
		000-16317-001	TripleShot™ HD Transom mount bracket	14.536000000000001	14.172600000000001	0.2820512820512821	3.9974000000000007	18.17	20			Eagle	Acessories	Transom mount bracket for Eagle TripleShot™ HD Transducer	18.17	9420064135936				
		000-16314-001	EAGLE 5, 7, 9 Power cable	23.991999999999997	23.3922	0.28205128205128205	6.597799999999999	29.99	33			Eagle	Acessories	EAGLE 5, 7, 9 Power cable	29.99	9420064135905				
		000-16313-001	EAGLE 7"/ 9" CORNER CLIPS	14.536000000000001	14.172600000000001	0.2820512820512821	3.9974000000000007	18.17	20			Eagle	Acessories	EAGLE 7, 9 corner clips	18.17	9420064135899				
		000-16315-001	EAGLE replacement twist locks	9.448	9.2118	0.28205128205128205	2.5982000000000003	11.81	13			Eagle	Acessories	EAGLE replacement twist locks	11.81	9420064135912				
		000-14413-001	Hook2 Bullet Skimmer Transducer 10 Ft Extension Cable	44.3564	43.24749	0.28205128205128216	12.198010000000004	55.4455	61			Hook2	Accessories	Hook2 Bullet Skimmer Transducer 10 Ft Extension Cable	55.4455	9420024171806				
		000-14414-001	Hook2 / Reveal / Cruise 8 pin 10 Ft Extension Cable	45.08368	43.956588	0.2820512820512819	12.398011999999994	56.3546	62			Hook2	Accessories	8 pin 10 Ft Extension Cable: This extension cable is only for Hook2 / Hook Reveal / Cruise 8 pin compatible transducers such as Splitshot, TripleShot, Cruise Skimmer	56.3546	9420024171813				
		000-14027-001	Bullet Skimmer Transducer	43.62912	42.538392	0.282051282051282	11.998007999999999	54.5364	60			Hook2	Accessories	Bullet Skimmer Transducer for Hook2-4X, with built in power cable.	54.5364	9420024166284				
		000-14028-001	SplitShot Skimmer Transducer	85.81088	83.66560799999999	0.28205128205128216	23.597992000000005	107.2636	118			Hook2	Accessories	SplitShot Skimmer Transducer	107.2636	9420024166291				
		000-14029-001	TripleShot Skimmer Transducer	145.44728	141.81109800000002	0.28205128205128194	39.998001999999985	181.8091	200			Hook2	Accessories	TripleShot Skimmer Transducer. With 6 m (19.7 ft) cable.	181.8091	9420024166307				
		000-14192-001	Bullet/SplitShot Transom Bracket	13.083680000000001	12.756588	0.2820512820512821	3.5980120000000007	16.3546	18			Hook2	Accessories	Bullet/SplitShot Transom Bracket	16.3546	9420024168370				
		000-14193-001	TripleShot Transom  Bracket	13.083680000000001	12.756588	0.2820512820512821	3.5980120000000007	16.3546	18			Hook2	Accessories	TripleShot Transom  Bracket	16.3546	9420024168387				
		000-14070-001	HOOK2-4X 7pin Transducer Adapter & Power Cable	49.44728	48.211098	0.28205128205128205	13.598002000000001	61.8091	68			Hook2	Accessories	HOOK2-4X to 7pin Blue Transducer Adapter & Power Cable	61.8091	9420024166970				
		000-14173-001	HOOK2 4x Sun Cover	21.81088	21.265608	0.28205128205128205	5.997992	27.2636	30			Hook2	Accessories	HOOK2 4x Sun Cover	27.2636	9420024168189				
		000-14170-001	Hook2/Reveal-4"/5", Eagle-5, Cruise Quick Release Bracket	21.81088	21.265608	0.28205128205128205	5.997992	27.2636	30			Hook2	Accessories	Lowrance Hook2-4"/5", HOOK Reveal 5", Eagle-5", SIMRAD Cruise-5" quick release bracket.	27.2636	9420024168158				
		000-14068-001	7-pin Transducer to HOOK2/Reveal/Cruise Adapter	53.08368	51.756588	0.2820512820512821	14.598012000000004	66.3546	73			Hook2	Accessories	7-pin Transducer to HOOK2/Reveal/Cruise Adapter Cable. Check Transducer compatability in description!	66.3546	9420024166956				
		000-14069-001	9-pin Transducer to HOOK2/Reveal/Cruise Adapter	53.08368	51.756588	0.2820512820512821	14.598012000000004	66.3546	73			Hook2	Accessories	xSONIC Transducer to HOOK2/Reveal/Cruise Adapter cable. Check Transducer compatability in Details!	66.3546	9420024166963				
		000-14172-001	Power Cable for Hook2, Hook Reveal & Cruise	21.81088	21.265608	0.28205128205128205	5.997992	27.2636	30			Hook2	Accessories	Power Cable for Hook2, Hook Reveal & Cruise	27.2636	9420024168172				
		000-14191-001	HOOK2/REVEAL 7"/9"/12" Corner Clips	13.083680000000001	12.756588	0.2820512820512821	3.5980120000000007	16.3546	18			Hook2	Accessories	HOOK2 7"/9"/12", Hook Reveal 7"/9" corner clips	16.3546	9420024168363				
		000-14411-001	SPLITSHOT INLINE TEMP SENSOR	57.44728	56.011098	0.28205128205128216	15.798002000000004	71.8091	79			Hook2	Accessories	SPLITSHOT Inline temperature sensor: Hook2/Reveal	71.8091	9420024171783				
		000-14174-001	HOOK2/REVEAL 5"  Sun Cover	21.81088	21.265608	0.28205128205128205	5.997992	27.2636	30			Hook2	Accessories	HOOK2 / HOOK Reveal 5" Sun Cover	27.2636	9420024168196				
		000-14175-001	HOOK2 7"  Sun Cover	21.08368	20.556588	0.28205128205128205	5.798012	26.3546	29			Hook2	Accessories	HOOK2 7"  Sun Cover	26.3546	9420024168202				
		000-14176-001	HOOK2 9"  Sun Cover	25.44728	24.811097999999998	0.2820512820512822	6.998002000000003	31.8091	35			Hook2	Accessories	HOOK2 9"  Sun Cover	31.8091	9420024168219				
		000-14171-001	HOOK2/REVEAL 9" Gimbal Bracket	44.3564	43.24749	0.28205128205128216	12.198010000000004	55.4455	61			Hook2	Accessories	Gimbal Bracket for Hook2/Hook Reveal 9"	55.4455	9420024168165				
		000-14177-001	HOOK2 12"  Sun Cover	25.44728	24.811097999999998	0.2820512820512822	6.998002000000003	31.8091	35			Hook2	Accessories	HOOK2 12"  Sun Cover	31.8091	9420024168226				
		000-14089-001	HOOK2 & Hook Reveal 200kHz Ice Transducer	117.08368	114.156588	0.2820512820512821	32.198012000000006	146.3546	161			Portables / ICE	Portable ACCY.	Hook Reveal and Hook2 5"/7"/9"/12" Ice Transducer. 200kHz	146.3546	9420024167441				
		000-16409-001	LANYARD,REMOTE CONTROL,LOWRANCE	21.088	20.5608	0.282051282051282	5.799199999999999	26.36	29			RECON™	RECON Accessories	Lowrance lanyard for FreeSteer joystick remote	26.36	9420064137091				
		000-14900-001	ACTIVE IMAGING 3-IN-1 TM NOSECONE	253.08368000000002	246.75658800000002	0.28205128205128194	69.59801199999998	316.3546	348			GHOST™	Accessories	ACTIVE IMAGING 3-IN-1 Trolling Motor Nosecone for GHOST™. Not compatible with RECON™	316.3546	9420024177624				
		000-15275-001	GHOST, HDI NOSECONE KIT	158.53816	154.574706	0.28205128205128205	43.597994	198.1727	218			GHOST™	Accessories	HDI Nose cone transducer for GHOST™: Traditional 200 kHz High Chirp, 83 kHz Medium Chirp_x000D_ |  and DownScan 455 kHz, 800 kHz. Not compatible with RECON™	198.1727	9420064110766				
		000-15301-002	MISC. HARDWARE,MOUNT KIT	23.264	22.682399999999998	0.2820512820512821	6.397600000000001	29.08	32			GHOST™	Accessories	MISC. HARDWARE,MOUNT KIT	29.08	942006413650				
		000-15237-001	GHOST PROP KIT	63.26544	61.683803999999995	0.28205128205128216	17.397996000000006	79.0818	87			GHOST™	Accessories	GHOST Propeller kit.	79.0818	9420064110384				
		000-15582-001	TMC-1 EXTENSION CABLE 20FT	54.536	53.1726	0.282051282051282	14.997399999999999	68.17	75			GHOST™	Accessories	GHOST Trolling motor compass extension cable, 6 m (20')	68.17	9420064115273				
		000-15327-001	Mini 9-pin to 9-pin Sonar adapter cable	58.903999999999996	57.4314	0.28205128205128205	16.1986	73.63	81			GHOST™	Accessories	Mini 9-pin to 9-pin Sonar adapter cable	73.63	9420064111282				
		000-15325-001	TROLLING MOTOR COMPASS-1 (TMC-1)	170.904	166.63139999999999	0.28205128205128216	46.99860000000001	213.63	235			GHOST™	Accessories	Replacement trolling motor compass (TMC-1)	213.63	9420064111268				
		000-15468-001	TMR-1	141.808	138.2628	0.282051282051282	38.99719999999999	177.26	195			GHOST™	Accessories	TMR-1: Remote controll for the Ghost trolling motor.	177.26	9420064114054				
		000-15280-002	PULL CABLE KIT V2	41.448	40.4118	0.2820512820512821	11.398200000000003	51.81	57			GHOST™	Mount parts	PULL CABLE KIT V2: Kit includes: 1x Braided stainless pull cable, 1x Handle bottom, 1x Handle top, 1x rectangular washer, 1x Pull cable barrel, 2x Hex bolts, M4.0 x 0.7 x 6.	51.81	9420064135646				
		000-15282-001	KICKER KIT	14.53816	14.174705999999999	0.2820512820512821	3.9979940000000003	18.1727	20			GHOST™	Mount parts	Kicker kit: 1x Front kicker, 2x Screw, SHCS M6 x 1 x 8	18.1727	9420064110834				
		000-15253-001	BRAND LABEL,UPPER HOUSING	18.904	18.4314	0.282051282051282	5.198599999999999	23.63	26			GHOST™	Head parts	Lowrance label 1x Head decal	23.63	9420064110544				
		000-15250-001	INDICATOR ASSEMBLY KIT	26.904000000000003	26.231400000000004	0.28205128205128194	7.398599999999998	33.63	37			GHOST™	Head parts	Indicator assembly 1x Indicator w/magnet, 1x Indicator ring	33.63	9420064110513				
		000-15252-001	TOP HOUSING ASSEMBLY	70.536	68.7726	0.2820512820512821	19.397400000000005	88.17	97			GHOST™	Head parts	Top housing assembly 1x Housing, upper assembly (including head decal and indicator decal ring), 14x Screw, torx, no. 6 x 3/4	88.17	9420064110537				
		000-15256-001	PCBA,MAIN HEAD KIT	207.99200000000002	202.7922	0.28205128205128205	57.1978	259.99	286			GHOST™	Head parts	PCBA, main head kit: 1x PCB TST ASY head controller CC, 1x Thermal pad, 6x Screw, torx, no. 6 x 3/8, 1x Screw, M3 x 10, torx	259.99	9420064110575				
		000-15258-001	GEAR COVER KIT	32.72	31.901999999999997	0.2820512820512821	8.998000000000001	40.9	45			GHOST™	Head parts	Gear cover kit: 1x Cover, gear drive, 8x Screw, M3 x 18, hex, 1x Cable tie/heat shrink kit.	40.9	9420064110599				
		000-15263-001	IDLER GEAR KIT	41.448	40.4118	0.2820512820512821	11.398200000000003	51.81	57			GHOST™	Head parts	1x Idler, gear, pully, assembly	51.81	9420064110643				
		000-15248-001	LOWER BEZEL KIT	11.632	11.341199999999999	0.2820512820512821	3.1988000000000003	14.54	16			GHOST™	Head parts	Lower bezel kit: 1x Bezel, lower, 2x Screw, M3 x 10, torx	14.54	9420064110490				
		000-15240-001	LOWER UNIT KIT	1061.808	1035.2628	0.2820512820512821	291.9972	1327.26	1460			GHOST™	Lower unit parts	2x Nose cone O-ring, 1x Cable tie/heat shrink kit (not shown in the illustration), 1x Column, inner, GHOST 47"/lower unit (pre-assembled)	1327.26	9420064110414				
		000-15723-001	Prop shaft anode	22.536	21.9726	0.28205128205128216	6.197400000000002	28.17	31			GHOST™	Lower unit parts	The Prop Shaft Anode for the Lowrance Ghost® & RECON trolling motors allows for use in brackish water without voiding the Lowrance Ghost trolling motor warranty. The Prop Shaft Anode is a ring-shaped fitting that is installed over the existing propeller nut, on the back of the propeller.  The anode prevents corrosion that could result from using the trolling motor in brackish water._x000D_ | NOTE: Using the Ghost Trolling Motor in saltwater WILL void the warranty.	28.17	9420064117369				
		000-15241-001	NOSECONE O-RING KIT	7.992	7.7922	0.28205128205128205	2.1978	9.99	11			GHOST™	Lower unit parts	Nose cone O-ring kit: 1x O-ring, 41x2.62mm, 1x O-ring, 15x3.53mm, 2x O-ring, 84x4.10mm	9.99	9420064110421				
		000-15249-001	LOOM CABLE KIT	354.17600000000004	345.32160000000005	0.28205128205128194	97.39839999999998	442.72	487			GHOST™	Pedal parts	1x Cable, head to pedal, GHOST 47", 2x Screw, M3 x 10, torx, 1x Seal, strain relief, 1x Cable tie/heat shrink kit, 1x PCBA thermal pad	442.72	9420064110506				
		000-15323-001	POWER CABLE,BATTERY KIT	42.176	41.1216	0.282051282051282	11.598399999999998	52.72	58			GHOST™	Pedal parts	Battery power cable kit: 1x Power cable, 2x Screw, M5 x 10 mm, hex	52.72	9420064111244				
		000-15324-001	MISC. HARDWARE,PEDAL KIT	19.62912	19.138392	0.2820512820512821	5.398008000000001	24.5364	27			GHOST™	Pedal parts	Miscellaneous hardware kit for GHOST Trolling motor foot pedal	24.5364	9420064111251				
		000-15239-001	INNER SHAFT	53.08	51.753	0.28205128205128194	14.596999999999994	66.35	73			GHOST™	Shaft parts	1x Column, inner shaft, 47"	66.35	9420064110407				
		000-15245-001	OUTER SHAFT	37.808	36.8628	0.282051282051282	10.397199999999998	47.26	52			GHOST™	Shaft parts	OUTER SHAFT	47.26	9420064110469				
		000-15246-001	LOWER HOUSING ASSY,OUTER SHAFT KIT	259.632	253.1412	0.28205128205128216	71.39880000000002	324.54	357			GHOST™	Shaft parts	1x Lower housing assy with outer column, GHOST 47", 1x Cable tie/heat shrink kit (not shown in the illustration), 2x Screw, M3 x 10, torx, 1x PCBA thermal pad	324.54	9420064110476				
		000-15242-001	BEARING,SEALED KIT	69.808	68.06280000000001	0.28205128205128194	19.197199999999995	87.26	96			GHOST™	Shaft parts	Bearing, sealed kit:  2x Bearing sealed, 2x Bearing wedge, 1x Seal, shaft, 1x Cable tie/heat shrink kit	87.26	9420064110438				
		000-15244-001	BEARING CLAMP KIT	28.360000000000003	27.651000000000003	0.282051282051282	7.7989999999999995	35.45	39			GHOST™	Shaft parts	Lower bearing clamp kit: 2x Collar, lower, 2x Screw, M5x20 mm, hex	35.45	9420064110452				
		000-15576-001	SHAFT EPOXY KIT	66.904	65.2314	0.2820512820512821	18.398600000000002	83.63	92			GHOST™	Shaft parts	Magnobond Epoxy: 1x Magnobond Epoxy 63-1 50 ml	83.63	9420064115211				
		000-15959-001	ActiveTarget™2 Module +Transducer + Mounts	1854.536	1808.1726	0.282051282051282	509.99739999999997	2318.17	2550			Sonar	ActiveTarget™	ActiveTarget™2 kit Includes Module,Transducer with 7.62 m (25 ft) cable, and Mounts	2318.17	9420064128235				
		000-15961-001	ActiveTarget™2 Module Only	872	850.2	0.282051282051282	239.79999999999995	1090	1199			Sonar	ActiveTarget™	ActiveTarget™2 Module Only - Replacement part	1090	9420064128259				
		000-15962-001	ActiveTarget™2 Transducer Only	1199.272	1169.2902	0.2820512820512821	329.7998	1499.09	1649			Sonar	ActiveTarget™	ActiveTarget™2 Transducer only with 7.62 m (25 ft) cable	1499.09	9420064128266				
		000-16054-001	ActiveTarget™2 Trolling Motor Shaft Mount	52.36	51.051	0.28205128205128205	14.399000000000001	65.45	72			Sonar	ActiveTarget™	ActiveTarget™2 Trolling Motor Shaft Mount	65.45	9420064130283				
		000-15960-001	Scout + Scout wide bracket	87.264	85.08239999999999	0.28205128205128216	23.997600000000006	109.08	120			Sonar	ActiveTarget™	The ActiveTarget® 2 Scout™ wide bracket	109.08	9420064128242				
