		RIGGING KIT DESCRIPTION	Part Number	Build	Dealer	Factory	Kit CTD	MU	GP ($)	Kit Sell Price	Trade Price	Sub Dealer Price		NSM Lab	NSM Lab ($)	Additional Parts	Sundry	Total Install CTD	Install MU	Instal GP	Install Retail Sell	Install Trade Sell	Install Sub Dealer Sell		Total CTD	MU	GP	Sell Price	Trade Price	Sub Dealer Price		Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	 	Fuel Filter	 	 	 	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	 	Dealer 1/7/22	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, Cables & Filter	9SC-703-6Y82L-##-05 ### NLA ###		1373.31	800	1477			2014	2014	2014		1	130.09090909090907		10	1028.09							2505.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, Cables & Filter	9SC-703-6Y82L-##-07 ### NLA ###		1477.55	800	1589			2165	2165	2165		1	130.09090909090907		10	1028.09							2617.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 17 Ft	Control Cables (Supplied in Kit) - 18 Ft	Control Cables (Supplied in Kit) - 19 Ft	Control Cables (Supplied in Kit) - 20 Ft	Control Cables (Supplied in Kit) - 21 Ft	Control Cables (Supplied in Kit) - 22 Ft	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w 6Y8 2 Gauges, 8m Harness, Cables & Filter	9SC-703-6Y82L-##-08 ### NLA ###		1520.67	800	1635			2226	2226	2226		1	130.09090909090907		10	1028.09							2663.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 23 Ft	Control Cables (Supplied in Kit) - 24 Ft	Control Cables (Supplied in Kit) - 25 Ft	Control Cables (Supplied in Kit) - 26 Ft	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w CL5 Gauge Kit, 5m Harness, Cables & Filter	9SC-703-CL51L-##-05 ### NLA ###		2078.32	800	2235			3038	3038	3038		1	130.09090909090907		10	1028.09							3263.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w CL5 Gauge Kit, 7m Harness, Cables & Filter	9SC-703-CL51L-##-07 ### NLA ###		2182.57	800	2347			3189	3189	3189		1	130.09090909090907		10	1028.09							3375.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 17 Ft	Control Cables (Supplied in Kit) - 18 Ft	Control Cables (Supplied in Kit) - 19 Ft	Control Cables (Supplied in Kit) - 20 Ft	Control Cables (Supplied in Kit) - 21 Ft	Control Cables (Supplied in Kit) - 22 Ft	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 703 Side Mount w CL5 Gauge Kit, 8m Harness, Cables & Filter	9SC-703-CL51L-##-08 ### NLA ###		2225.68	800	2393			3250	3250	3250		1	130.09090909090907		10	1028.09							3421.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 23 Ft	Control Cables (Supplied in Kit) - 24 Ft	Control Cables (Supplied in Kit) - 25 Ft	Control Cables (Supplied in Kit) - 26 Ft	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 6X3 Concealed Mount w CL5 Gauge Kit, 5m Harness, Cables & Filter	9SC-6X3-CL51L-##-05 ### NLA ###		2254.23	800	2424			3293	3293	3293		1	130.09090909090907		10	1028.09							3452.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 6X3 Concealed Mount w CL5 Gauge Kit, 6m Harness, Cables & Filter	9SC-6X3-CL51L-##-06 ### NLA ###		2261.83	800	2432			3303	3303	3303		1	130.09090909090907		10	1028.09							3460.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 6X3 Concealed Mount w CL5 Gauge Kit, 7m Harness, Cables & Filter	9SC-6X3-CL51L-##-07 ### NLA ###		2298.14	800	2471			3357	3357	3357		1	130.09090909090907		10	1028.09							3499.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 17 Ft	Control Cables (Supplied in Kit) - 18 Ft	Control Cables (Supplied in Kit) - 19 Ft	Control Cables (Supplied in Kit) - 20 Ft	Control Cables (Supplied in Kit) - 21 Ft	Control Cables (Supplied in Kit) - 22 Ft	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 6X3 Concealed Mount w CL5 Gauge Kit, 8m Harness, Cables & Filter	9SC-6X3-CL51L-##-08 ### NLA ###		2344.56	800	2521			3423	3423	3423		1	130.09090909090907		10	1028.09							3549.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 23 Ft	Control Cables (Supplied in Kit) - 24 Ft	Control Cables (Supplied in Kit) - 25 Ft	Control Cables (Supplied in Kit) - 26 Ft	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 704 Binnacle Mount w 6Y8 2 Gauges, 5m Harness, Cables & Filter	9SC-704-6Y82L-##-05 ### NLA ###		1545.33	800	1662			2264	2264	2264		1	130.09090909090907		10	1028.09							2690.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 704 Binnacle Mount w 6Y8 2 Gauges, 7m Harness, Cables & Filter	9SC-704-6Y82L-##-07 ### NLA ###		1589.24	800	1709			2328	2328	2328		1	130.09090909090907		10	1028.09							2737.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 17 Ft	Control Cables (Supplied in Kit) - 18 Ft	Control Cables (Supplied in Kit) - 19 Ft	Control Cables (Supplied in Kit) - 20 Ft	Control Cables (Supplied in Kit) - 21 Ft	Control Cables (Supplied in Kit) - 22 Ft	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 704 Binnacle Mount w CL5 Gauge Kit, 5m Harness, Cables & Filter	9SC-704-CL51L-##-05 ### NLA ###		2250.35	800	2420			3288	3288	3288		1	130.09090909090907		10	1028.09							3448.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) - 704 Binnacle Mount w CL5 Gauge Kit, 7m Harness, Cables & Filter	9SC-704-CL51L-##-07 ### NLA ###		2294.26	800	2467			3352	3352	3352		1	130.09090909090907		10	1028.09							3495.09			1358				Cables Supplied with Rigging Kit	               -  	.	                   -  	Rigging Flange, Transom - Black	41	Rigging Hose - Black (1 x Mtr)	47	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 17 Ft	Control Cables (Supplied in Kit) - 18 Ft	Control Cables (Supplied in Kit) - 19 Ft	Control Cables (Supplied in Kit) - 20 Ft	Control Cables (Supplied in Kit) - 21 Ft	Control Cables (Supplied in Kit) - 22 Ft	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (FF9ST) Twin Eng - 6X9 Twin Binnacle Mnt w CL5 Gauge Kit, 10 & 12m Harnesses & Filters	6X9-6L51L-10-12 ### NLA ###		#N/A	1196	#N/A			#N/A	#N/A	#N/A		1	130.09090909090907		20	1521.09							#N/A			2008				DBW - Not Required, DBW	               -  	.	                   -  	Rigging Flange, Transom - Black (Qty 2)	82	Rigging Hose - Black (2 x Mtrs)	93	 	Fuel Filter Supplied in Rigging Kit	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit (FF9SC) Twin Eng - 704 Binnacle Mount w CL5 Gauge Kit, 6Y8 Twin Key Switch, 8 & 9.5m Harness & Filters	9SC-6YM-762R0-13 ### NLA ###		4269.67	1600	4590			6237	6237	6237		2	260.18181818181813		10	2416.92							7006.92			3191				Cable Allowance - Twin Motors, Length not Specified	371.74	.	                   -  	Rigging Flange, Transom - Black (Qty 2)	82	Rigging Hose - Black (2 x Mtrs)	93	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables Optional	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		MF695-2 Y06C0 - Yamaha Rigging Kit (115-175HP) Mechanical Control	Y06C0 ### NLA ###		1030	 	1612.76			2087	2087	2087		2	260.18181818181813		10	270.18							1882.94			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF695-2 Y10D1 - Yamaha Rigging Kit (150-175HP) Elec Control + CL5 Display + EKS Smart Key	Y10D1 ### NLA ###		2040	 	3194.21			4134	4134	4134		2	260.18181818181813		10	270.18							3464.39			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF695-2 Y20D0 - Yamaha Rigging Kit / Double Steering (150-175HP) Elec Control + CL5 Display + EKS Smart Key	Y20D0 ### NLA ###		4660	 	7296.58			9443	9443	9443		2	260.18181818181813		10	270.18							7566.76			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895 Y05C2 - Yamaha Twin HMEX Rigging Kit (2 x 150-200HP) Elec Control + CL5 Display + EKS Smart Key	Y05C2 ### NLA ###		2970	 	4650.39			6018	6018	6018		4	520.3636363636363		10	530.36							5180.76			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895 Y19C0 - Yamaha Twin HMEX Rigging Kit / Doulbe Steering (2 x 150-200HP) Elec Control + CL5 Display + EKS Smart Key	Y19C0 ### NLA ###		6830	 	10694.34			13840	13840	13840		4	520.3636363636363		10	530.36							11224.71			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF695-2 Sport Y02C0 - Yamaha Rigging Kit (115-175HP) Mechanical Control + YCOP	Y02C0 ### NLA ###		1090	 	1706.71			2209	2209	2209		2	260.18181818181813		10	270.18							1976.89			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF695-2 Sport Y04C1 - Yamaha Rigging Kit (150-175HP) Elec Control + CL5 Display + EKS Smart Key	Y04C1 ### NLA ###		1945	 	3045.46			3941	3941	3941		2	260.18181818181813		10	270.18							3315.64			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF695-2 Sport Y18C0 - Yamaha Rigging Kit / Double Steering (150-175HP) Elec Control + CL5 Display + EKS Smart Key	Y18C0 ### NLA ###		4200	 	6576.32			8511	8511	8511		2	260.18181818181813		10	270.18							6846.5			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF795-2 Sport Y26D1 - Yamaha HMEX Rigging Kit (250XSB) Elec Control + CL5 Display + EKS Smart Key + Autopilot	Y26D1 ### NLA ###		3250	 	5088.82			6586	6586	6586		2	260.18181818181813		10	270.18							5359			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF795-2 Sport Y26D1/Y9301 - Yamaha HMEX Rigging Kit (250XSB) Elec Control + CL5 Display + EKS Smart Key + Autopilot + Joystick	Y26D1 + Y9301 ### NLA ###		7140	 	11179.74			14468	14468	14468		2.5	325.22727272727263		10	335.23							11514.96			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF795-2 Sport Y26DA - Yamaha HMEX Rigging Kit / Double Steering (250XSB) Elec Control + CL5 Display + EKS Smart Key + Autopilot	Y26DA ### NLA ###		8830	 	13825.92			17892	17892	17892		2	260.18181818181813		10	270.18							14096.1			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF795-2 Sport Y26DA/Y9301 - Yamaha HMEX Rigging Kit / Double Steering (250XSB) Elec Control + CL5 Display + EKS Smart Key + Autoiplot + Joystick	Y26DA + Y9301 ### NLA ###		12720	 	19916.84			25775	25775	25775		2.5	325.22727272727263		10	335.23							20252.07			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF795-2 Sport Y02C0 - Yamaha Rigging Kit (150-225HP) Mechanical Control	Y02C0 ### NLA ###		1090	 	1706.71			2209	2209	2209		2	260.18181818181813		10	270.18							1976.89			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895-2 Sport Y26D2 - Yamaha Twin HMEX Rigging Kit (2 x 250HP) DEC + CL5 Display + EKS Smart Key + Autopilot	Y26D2 ### NLA ###		4850	 	7594.08			9828	9828	9828		2	260.18181818181813		10	270.18							7864.26			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895-2 Sport Y26D2/Y9302 - Yamaha Twin HMEX Rigging Kit (2 x 250HP) DEC + CL5 Display + EKS Smart Key + Autopilot + Joystick	Y26D2 + Y9302 ### NLA ###		12000	 	18789.47			24316	24316	24316		2.5	325.22727272727263		10	335.23							19124.7			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895-2 Sport Y26DB - Yamaha Twin HMEX Rigging Kit / Double Steering (2 x 250HP) DEC + CL5 Display + EKS Smart Key + Autopilot	Y26DB ### NLA ###		9360	 	14655.79			18966	18966	18966		2	260.18181818181813		10	270.18							14925.97			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		MF895-2 Sport Y26DB/Y9302 - Yamaha Twin HMEX Rigging Kit / Double Steering (2 x 250HP) DEC + CL5 Display + EKS Smart Key + Autopilot + Joystick	Y26DB + Y9302 ### NLA ###		16510	 	25851.18			33454	33454	33454		2.5	325.22727272727263		10	335.23							26186.41			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 6.5 CC3 Y02C0 Rigging Kit - Sng Eng (130-200HP) Mech Control	MP Y02C0 ### NLA ###		1090	 	1706.71			2209	2209	2209		2	260.18181818181813		10	270.18							1976.89			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 6.5 CC3 Y04C1 HMEX Rigging Kit - (150-200HP) Elec Control + CL5 Display	MP Y04C1 ### NLA ###		1945	 	3045.46			3941	3941	3941		2	260.18181818181813		10	270.18							3315.64			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 9.0 CC Y05C2 HMEX Rigging Kit -  Twin Eng (2 x 200-250HP) Elec Control + CL5 Display	MP Y05C2 ### NLA ###		2970	 	4650.39			6018	6018	6018		4	520.3636363636363		10	530.36							5180.76			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 9.0 CC Y26D2 HMEX Rigging Kit -  Twin Eng (2 x 200-250HP) DES + CL5 Display + EKS Smart Key + Autopilot	MP Y26D2 ### NLA ###		4310	 	6748.55			8733	8733	8733		4	520.3636363636363		10	530.36							7278.92			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 9.0 CC Y9302 HMEX Rigging Kit -  Twin Eng (2 x 250HP) DES + CL5 Display + EKS Smart Key + Autopilot + Joystick	MP Y26D2 + Y9302 ### NLA ###		11460	 	17943.95			23222	23222	23222		4.5	585.4090909090908		10	595.41							18539.36			786				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 6.5 WA3 Y02C0 Rigging Kit - Sng Eng (130-200 HP) Mech Control	Y02C0 ### NLA ###		1090	 	1706.71			2209	2209	2209		2	260.18181818181813		10	270.18							1976.89			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 6.5 WA3 Y04C1 HMEX Rigging Kit - Sng Eng (150-200 HP) Elec Control + CL5 Display	Y04C1 ### NLA ###		1945	 	3045.46			3941	3941	3941		2	260.18181818181813		10	270.18							3315.64			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 9.0 WA Y26D2 HMEX Rigging Kit - Twin Eng (2 x 250HP) DES + CL5 Display + EKS Smart Key + Autopilot	MP Y26D2 ### NLA ###		4310	 	6748.55			8733	8733	8733		4	520.3636363636363		10	530.36							7278.92			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 9.0 WA Y26D2/Y9302 HMEX Rigging Kit - Twin Eng (2 x 250HP) DES + CL5 Display + EKS Smart Key + Autopilot + Joystick	MP Y26D2 + Y9302 ### NLA ###		11460	 	17943.95			23222	23222	23222		4	520.3636363636363		10	530.36							18474.31			701				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 12.5 WA Y22D0 HMEX Rigging Kit - Twin Eng (2 x 425HP) XTO + CL5 Display + EKS Smart Key + Autopilot	Y22D0 ### NLA ###		 €                       -  	 	                 -  			 $                -  	 $                -  	 $                -  		2	260.18181818181813		10	270.18							270.18			357				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 12.5 WA Y22D0/Y9302 HMEX Rigging Kit - Twin Eng (2 x 425HP) XTO + CL5 Display + EKS Smart Key + Autopilot + Joystick	Y22D0 + Y9302 ### NLA ###		7150	 	11195.39			14488	14488	14488		2.5	325.22727272727263		10	335.23							11530.62			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Cap Camarat 12.5 WA Y24C0 HMEX Rigging Kit - Tripple Eng (3 x 300HP) DBW + CL5 Display + EKS Smart Key 	Y24C0 ### NLA ###		9460	 	14812.37			19169	19169	19169		2.5	325.22727272727263		10	335.23							15147.6			443				FF - Factory Fitted	               -  	Factory Fit	                   -  	Factory Fit	               -  	Factory Fit	               -  	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (FF9SC) | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	6XS-CL51L-00-06		3671.76	800	3672			4880	4880	4880		1	130.09090909090907		47	977.09							4649.09			1051				.	               -  	.	                   -  	.	               -  	.	               -  	 	.	 	 	 	.	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (FF9SC) | 6x9 Binnacle | CL5 Gauge Kit | 6X6 Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	6XB-CL51L-00-06		3352.63	800	3353			4463	4463	4463		1	130.09090909090907		47	977.09							4330.09			1051				.	               -  	.	                   -  	.	               -  	.	               -  	 	.	 	 	 	.	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (FF9SC) | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter | Bolt On DES	6XS-CL51L-00-06-DES		9550.03	800	9551			11496	11496	11496		1	130.09090909090907		82	1012.09							10563.09			1814				.	               -  	.	                   -  	.	               -  	.	               -  	 	.	 	 	 	.	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (FF9SC) | 6x9 Binnacle | CL5 Gauge Kit | 6X6 Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter | Bolt On DES	6XB-CL51L-00-06-DES		9230.9	800	9231			11079	11079	11079		1	130.09090909090907		82	1012.09							10243.09			1814				.	               -  	.	                   -  	.	               -  	.	               -  	 	.	 	 	 	.	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
		DEC Rigging Kit (Twin Eng) (FF9SC) - 6X9 Twin Binnacle Mnt w CL5 Gauge Kit, 10 & 12m Harnesses & Filters	6X9-CL51L-10-12		5673.17	1600	5674			7550	7550	7550		2	260.18181818181813		61	1921.18							7595.18			1292				.	               -  	.	                   -  	.	               -  	.	               -  	 	.	 	 	 	.	.	.	.	.	.	.	.	.	.	 	 	 	 	 	 	 	 	 	 
